StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q6_1,Q6_2,Q6_3,Q6_4,RP1a,RP1a_9_TEXT,RP1b_1,RP1b_2,RP1b_3,RP1b_4,RP1b_5,RP1b_6,RP1b_7,RP1b_8,RP1c,RP1d,RP1e,Q2a,Q2a_7_TEXT,Q2b,Q2c_1,Q2c_2,Q2c_3,Q2c_4,Q2c_5,Q2c_6,Q2d,Q2e,Q3a,Q3b,Q3c,Q3c_11_TEXT,Q3d,Q3d_11_TEXT,Q3e,Q3e_9_TEXT,Q4a,Q4b,Q4c,Q4d,Q4e,Q5a,Q5b,Q5c,Q5d,Q5e
2025-04-18 23:10:11,2025-04-18 23:13:25,IP Address,38.42.228.140,100,194,True,2025-04-18 23:13:26,R_6TUl9LjgI43vEWG,,,,,42.3464,-71.0975,anonymous,EN,Female,Yes,25,At least once a year,Less than 10 minutes away,Slightly Disagree,Slightly Agree,Neither agree nor disagree,Neither agree nor disagree,"Card games,Darts,Loyalty program (e.g., personalized rewards, discounts, etc.)",,1,2,4,3,6,5,7,8,"Not having someone to go with,Difficult to talk to others in the taproom,No rewards program,No food","Good music playing,Joining a game,Group activities to do with others present","Games available,Live music",To socialize with friends/family,,Somewhat important – I like a balance of new and familiar elements,Somewhat likely,Neither likely nor unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Somewhat likely,Somewhat likely,"Maybe, if the event aligns with my interests",more food supply,Yes; I have attended before,Good,"High quality of food,Convenience of location",,,,,,Slightly important,Rarely,Likely,"Warm-prepared Snacks (e.g., popcorn, soft pretzels)",Yes,Yes,A moderate amount,Moderately interested,Very dissatisfied,have no idea
2025-04-18 23:22:03,2025-04-18 23:22:26,IP Address,73.249.112.222,100,23,True,2025-04-18 23:22:27,R_5jwFI4Zx6NOZBst,,,,,42.3399,-71.1245,anonymous,EN,Male,Yes,23,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-18 23:24:05,2025-04-18 23:24:28,IP Address,73.249.112.222,100,22,True,2025-04-18 23:24:28,R_5MulTTW9SOa2ddL,,,,,42.3399,-71.1245,anonymous,EN,Male,Yes,24,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-18 22:27:12,2025-04-18 23:26:08,IP Address,24.2.211.125,100,3536,True,2025-04-18 23:26:09,R_6zopSaBSoKCcSGx,,,,,42.3514,-71.0421,anonymous,EN,Male,Yes,22,At least once a month,Less than 10 minutes away,Strongly Agree,Strongly Agree,Neither agree nor disagree,Strongly Agree,"Pool table,Karaoke available,Friendly staff,Easy to network with other professionals",,1,2,4,5,6,8,3,7,"Poor customer service,No music,No food","Being introduced by someone else,Good music playing,Joining a game,Playing competitive trivia,Friendliness of staff","Easy to socialize with others,Variety of food options,Outdoor seating,Live music,Happy hour specials,Large TV screens for sports games",To try new and unique craft beers,,Not important – I prefer a unique experience each time,Somewhat likely,Neither likely nor unlikely,Neither likely nor unlikely,Extremely likely,Extremely likely,Extremely likely,"Yes, I value community-focused experiences","One thing a brewery could do to keep me coming back more often is to host themed tasting nights or rotating experimental brews, where they introduce limited-edition flavors or collaborate with local chefs or artists. It adds variety, creates a sense of community, and gives me something new to look forward to each visit.","Yes, I haven’t attended yet but I’m interested.",,"Atmosphere and venue ambiance,Quality of live music performances,Special promotions or discounts during the event",,,,,,Very Important,Most of the time,Very Likely,"Warm-prepared Snacks (e.g., popcorn, soft pretzels)",Yes,Yes,A little,Extremely interested,Neutral,"Yeah, I’ve used AI a few times for brewery and restaurant recommendations, and honestly, I was pretty satisfied—especially when it considered my preferences, like the kind of food or drinks I usually go for and the overall vibe of the place.

If a local craft brewery or restaurant built their own AI assistant, I’d find it super useful if it could give personalized drink or food suggestions based on my taste, keep me updated with live menu changes, show wait times or how crowded the place is, and let me know about events or deals like happy hours or trivia nights. Having an easy way to book a table with preferred seating would be a plus too. Basically, something that makes the whole experience smoother and more tailored."
2025-04-18 23:34:51,2025-04-18 23:35:23,IP Address,174.192.10.23,100,32,True,2025-04-18 23:35:24,R_7xNA7HQVzMcAJsR,,,,,41.8219,-71.5067,anonymous,EN,Male,Yes,24,Never,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-18 23:28:53,2025-04-18 23:42:27,IP Address,71.232.39.101,100,813,True,2025-04-18 23:42:27,R_7lv3MuNQgJTsKfz,,,,,42.3388,-71.0726,anonymous,EN,Male,Yes,22,At least once a year,Between 10 and 30 minutes,Strongly Agree,Strongly Agree,Slightly Disagree,Strongly Agree,"Pool table,Card games,Karaoke available,Friendly staff",,4,1,2,3,5,6,7,8,"Not having someone to go with,Poor customer service,No rewards program,No music,No food","Being introduced by someone else,Joining a game,Group activities to do with others present","Friendliness of staff,Easy to socialize with others,Variety of food options,Live music,Happy hour specials",To enjoy a familiar and consistent experience,,Important – I prefer a familiar experience,Somewhat likely,Somewhat likely,Neither likely nor unlikely,Somewhat likely,Extremely likely,Extremely likely,"Yes, I value community-focused experiences",have good customer service,Yes; I have attended before,Excellent,"Quality of live music performances,High quality of food,Special promotions or discounts during the event,Convenience of location,Being a fan of the band or specific artists performing",,,,,,Extremely Important,Everytime,Very Likely,"Pre-packaged Snacks (e.g., chips, nuts)",Yes,No,A little,Slightly interested,,location access and pricing of the food
2025-04-18 23:53:55,2025-04-19 00:00:49,IP Address,24.218.147.67,100,414,True,2025-04-19 00:00:50,R_5u5jxl1q3j2yRlT,,,,,42.3268,-71.1341,anonymous,EN,Male,Yes,32,At least once a year,Between 10 and 30 minutes,Neither agree nor disagree,Neither agree nor disagree,Slightly Disagree,Slightly Agree,"Karaoke available,Darts,Friendly staff,Easy to socialize with other customers",,3,1,2,7,4,5,6,8,"Not having someone to go with,Poor customer service","Being introduced by someone else,Joining a game,Friendliness of staff,Group activities to do with others present","Friendliness of staff,Games available,Variety of food options",To socialize with friends/family,,Somewhat important – I like a balance of new and familiar elements,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,"Yes, I value community-focused experiences",reasonable price & safe environment,"Yes, I haven’t attended yet but I’m interested.",,"Atmosphere and venue ambiance,Quality of live music performances,High quality of drinks,Convenience of location,Convenience of timing,Being a fan of the band or specific artists performing",,,,,,Very Important,Sometimes,Likely,"Warm-prepared Snacks (e.g., popcorn, soft pretzels),Sweets (e.g., candies, cookies, chocolate)",Maybe,No,A little,Not interested,,drink recommendation
2025-04-19 01:02:47,2025-04-19 01:09:01,IP Address,24.61.122.142,100,374,True,2025-04-19 01:09:02,R_62Jns0qt8grpNwC,,,,,42.2904,-71.0712,anonymous,EN,Male,Yes,28,At least once a month,Less than 10 minutes away,Neither agree nor disagree,Slightly Agree,Neither agree nor disagree,Strongly Agree,"Pool table,Card games,Karaoke available,Darts,Friendly staff,Easy to socialize with other customers,Loyalty program (e.g., personalized rewards, discounts, etc.),Easy to network with other professionals",,3,1,2,6,8,4,5,7,"Not having someone to go with,Poor customer service,No music,No food","Being introduced by someone else,Good music playing,Joining a game,Friendliness of staff,Group activities to do with others present","Friendliness of staff,Games available,Easy to socialize with others,Variety of food options,Outdoor seating,Live music,Happy hour specials,Large TV screens for sports games","To attend special events (e.g., festivals, themed nights)",,Important – I prefer a familiar experience,Extremely likely,Extremely likely,Somewhat likely,Somewhat likely,Extremely likely,Extremely likely,"Yes, I value community-focused experiences",Boston Brewery,Yes; I have attended before,Good,"Atmosphere and venue ambiance,Quality of live music performances,Variety of performers,High quality of drinks,High quality of food,Social experience and opportunity to meet new people,Special promotions or discounts during the event,Convenience of location,Convenience of timing,Being a fan of the band or specific artists performing",,,,,,Very Important,Sometimes,Likely,"Pre-packaged Snacks (e.g., chips, nuts),Sweets (e.g., candies, cookies, chocolate)",Yes,Yes,A lot,Extremely interested,Somewhat satisfied,Assistant that could let the customer bill all by him/herself at the table after eating
2025-04-19 01:19:52,2025-04-19 01:21:05,IP Address,24.61.122.142,100,72,True,2025-04-19 01:21:05,R_1jcPCUwBVc7AMy5,,,,,42.2904,-71.0712,anonymous,EN,Male,Yes,28,At least once a year,More than 30 minutes away,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,"Pool table,Darts,Loyalty program (e.g., personalized rewards, discounts, etc.)",,1,2,3,4,5,6,7,8,"Poor customer service,No music","Good music playing,Playing competitive trivia","Easy to socialize with others,Variety of food options,Live music",To socialize with friends/family,,Important – I prefer a familiar experience,Somewhat likely,Somewhat likely,Neither likely nor unlikely,Somewhat likely,Neither likely nor unlikely,Somewhat likely,"Maybe, if the event aligns with my interests",Food,Yes; I have attended before,Excellent,"Atmosphere and venue ambiance,Variety of performers,High quality of food,Convenience of location,Being a fan of the band or specific artists performing",,,,,,Very Important,Sometimes,Neutral,"Sweets (e.g., candies, cookies, chocolate)",No,No,A moderate amount,Slightly interested,,Free beer sundays
2025-04-19 01:56:29,2025-04-19 02:01:23,IP Address,71.192.241.202,100,294,True,2025-04-19 02:01:23,R_3M5CubRYw4XdVN7,,,,,42.3399,-71.1245,anonymous,EN,Male,Yes,22,At least once a year,Between 10 and 30 minutes,Slightly Agree,Slightly Agree,Neither agree nor disagree,Slightly Agree,"Pool table,Card games,Karaoke available,Darts,Friendly staff,Easy to socialize with other customers,Loyalty program (e.g., personalized rewards, discounts, etc.),Easy to network with other professionals",,6,3,2,8,5,1,7,4,"Not having someone to go with,No music,No food","Being introduced by someone else,Good music playing,Joining a game,Group activities to do with others present","Friendliness of staff,Games available,Easy to socialize with others,Variety of food options,Outdoor seating,Live music,Happy hour specials,Large TV screens for sports games","To attend special events (e.g., festivals, themed nights)",,Important – I prefer a familiar experience,Somewhat likely,Somewhat likely,Neither likely nor unlikely,Somewhat likely,Extremely likely,Extremely likely,"Maybe, if the event aligns with my interests","Social treatment ",Yes; I have attended before,Good,"Quality of live music performances,High quality of drinks,High quality of food,Social experience and opportunity to meet new people,Convenience of location",,,,,,Extremely Important,Most of the time,Likely,"Warm-prepared Snacks (e.g., popcorn, soft pretzels),Cold Bites (e.g., cheese, cured meats)",Yes,No,A little,Very interested,,How the place stands out
2025-04-19 08:59:00,2025-04-19 10:11:37,IP Address,155.33.133.14,100,4357,True,2025-04-19 10:11:37,R_1HjnPB85CdKzBn6,,,,,42.3253,-71.0951,anonymous,EN,Female,Yes,30,At least once a year,Less than 10 minutes away,Neither agree nor disagree,Slightly Agree,Strongly Disagree,Strongly Agree,"Pool table,Card games,Karaoke available,Darts,Friendly staff,Loyalty program (e.g., personalized rewards, discounts, etc.)",,5,2,1,7,6,3,8,4,"Not having someone to go with,Poor customer service,No rewards program,No music,No food","Being introduced by someone else,Good music playing,Joining a game,Playing competitive trivia,Friendliness of staff,Group activities to do with others present","Friendliness of staff,Games available,Variety of food options,Outdoor seating,Live music,Happy hour specials",To relax and unwind,,Somewhat important – I like a balance of new and familiar elements,Extremely unlikely,Neither likely nor unlikely,Extremely unlikely,Neither likely nor unlikely,Neither likely nor unlikely,Extremely likely,"No, I attend for other reasons","Good customer service, good food, good ambience",Yes; I have attended before,Neutral,,,,,,,Extremely Important,Everytime,Very Likely,"Pre-packaged Snacks (e.g., chips, nuts),Warm-prepared Snacks (e.g., popcorn, soft pretzels)",Yes,No,A little,Very interested,,"Location, Price, Vibes"
2025-04-19 10:44:18,2025-04-19 10:52:55,IP Address,96.233.125.247,100,516,True,2025-04-19 10:52:55,R_1PIQMNAxGUmJbmp,,,,,42.3162,-71.1198,anonymous,EN,Male,Yes,26,At least once a month,Between 10 and 30 minutes,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,"Pool table,Card games,Karaoke available,Darts,Friendly staff,Easy to socialize with other customers,Loyalty program (e.g., personalized rewards, discounts, etc.),Easy to network with other professionals",,1,2,3,4,5,6,7,8,"Not having someone to go with,Difficult to talk to others in the taproom,Poor customer service,No rewards program,No music,No food","Good music playing,Joining a game,Playing competitive trivia,Friendliness of staff","Friendliness of staff,Games available,Easy to socialize with others,Variety of food options,Live music",To try new and unique craft beers,,Somewhat important – I like a balance of new and familiar elements,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,Somewhat likely,"Yes, I value community-focused experiences",Familiar experience,"Yes, I haven’t attended yet but I’m interested.",,"Atmosphere and venue ambiance,Quality of live music performances,Variety of performers,High quality of drinks,Convenience of location,Being a fan of the band or specific artists performing",,,,,,Very Important,Sometimes,Likely,"Pre-packaged Snacks (e.g., chips, nuts),Warm-prepared Snacks (e.g., popcorn, soft pretzels)",Yes,Yes,A little,Slightly interested,Somewhat dissatisfied,all features discussed
